tmk,parcel_acres,slope_0_5,slope_5_10,slope_10_15,slope_15_20,slope_20_25,slope_25_30,slope_gt30
155008008,0.159,0.198,0.0,0.0,0.0,0.0,0.0,0.0
155008009,0.166,0.148,0.0,0.0,0.0,0.0,0.0,0.0
155008010,0.152,0.099,0.025,0.025,0.0,0.0,0.0,0.0
155008011,0.11,0.049,0.049,0.0,0.0,0.0,0.0,0.0
155008012,0.265,0.222,0.025,0.0,0.0,0.0,0.0,0.0
155008013,0.259,0.124,0.099,0.0,0.0,0.0,0.0,0.0
155008014,0.21,0.222,0.0,0.0,0.0,0.0,0.0,0.0
155008016,0.129,0.124,0.0,0.0,0.0,0.0,0.0,0.0
155008017,0.518,0.47,0.025,0.0,0.0,0.0,0.0,0.0
155008019,0.375,0.346,0.0,0.0,0.0,0.0,0.0,0.0
155008020,0.176,0.099,0.049,0.0,0.0,0.0,0.0,0.0
155008023,0.041,0.049,0.0,0.0,0.0,0.0,0.0,0.0
155008024,0.223,0.198,0.0,0.0,0.0,0.0,0.0,0.0
155008025,0.115,0.124,0.0,0.0,0.0,0.0,0.0,0.0
155008026,0.182,0.074,0.099,0.0,0.0,0.0,0.0,0.0
155008027,0.584,0.247,0.272,0.074,0.0,0.0,0.0,0.0
155008028,0.127,0.049,0.074,0.0,0.0,0.0,0.0,0.0
155008029,0.199,0.222,0.0,0.0,0.0,0.0,0.0,0.0
155008030,0.325,0.321,0.0,0.0,0.0,0.0,0.0,0.0
155008032,0.301,0.297,0.025,0.0,0.0,0.0,0.0,0.0
155008034,0.15,0.198,0.0,0.0,0.0,0.0,0.0,0.0
155008035,0.674,0.148,0.297,0.222,0.0,0.0,0.0,0.0
155008036,0.808,0.692,0.124,0.0,0.0,0.0,0.0,0.0
155008037,0.628,0.42,0.198,0.0,0.0,0.0,0.0,0.0
155008038,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0
155008039,0.28,0.297,0.0,0.0,0.0,0.0,0.0,0.0
155008040,0.618,0.692,0.0,0.0,0.0,0.0,0.0,0.0
155008042,0.161,0.198,0.0,0.0,0.0,0.0,0.0,0.0
155008043,11.844,10.996,0.42,0.074,0.049,0.124,0.025,0.173
155008044,0.274,0.297,0.0,0.0,0.0,0.0,0.0,0.0
155008045,0.66,0.741,0.0,0.0,0.0,0.0,0.0,0.0
155008046,1.311,1.186,0.074,0.049,0.0,0.0,0.0,0.0
155008047,0.752,0.445,0.321,0.0,0.0,0.0,0.0,0.0
155008048,0.082,0.099,0.0,0.0,0.0,0.0,0.0,0.0
155008049,0.16,0.049,0.099,0.0,0.0,0.0,0.0,0.0
155008050,0.98,0.717,0.297,0.0,0.0,0.0,0.0,0.0
155008051,0.409,0.445,0.0,0.0,0.0,0.0,0.0,0.0
155008053,0.076,0.049,0.0,0.0,0.0,0.0,0.0,0.0
155008054,0.469,0.445,0.0,0.0,0.0,0.0,0.0,0.0
155008055,0.835,0.791,0.0,0.0,0.0,0.0,0.0,0.0
155008056,0.162,0.124,0.025,0.0,0.0,0.0,0.0,0.0
155008057,0.121,0.099,0.025,0.0,0.0,0.0,0.0,0.0
155008058,0.585,0.568,0.0,0.0,0.0,0.0,0.0,0.0
155008059,0.144,0.124,0.0,0.0,0.0,0.0,0.0,0.0
155008060,0.996,0.964,0.049,0.0,0.0,0.0,0.0,0.0
155008061,1.647,1.557,0.124,0.0,0.0,0.0,0.0,0.0
155008062,0.342,0.222,0.099,0.0,0.0,0.0,0.0,0.0
155008063,35.579,31.531,3.385,0.148,0.049,0.148,0.025,0.247
155009003,3.525,1.656,1.705,0.198,0.074,0.0,0.0,0.0
155009006,0.283,0.272,0.025,0.0,0.0,0.0,0.0,0.0
155009007,6.152,2.768,2.1,0.89,0.247,0.049,0.0,0.0
155009010,2.791,1.853,0.791,0.198,0.0,0.0,0.0,0.0
155009012,0.304,0.222,0.148,0.0,0.0,0.0,0.0,0.0
155009023,4.558,4.151,0.395,0.0,0.0,0.0,0.0,0.0
155009046,0.827,0.84,0.025,0.0,0.0,0.0,0.0,0.0
155017026,0.325,0.297,0.049,0.0,0.0,0.0,0.0,0.0
155017034,0.297,0.099,0.173,0.0,0.0,0.0,0.0,0.0
155017035,0.053,0.025,0.025,0.0,0.0,0.0,0.0,0.0
155017036,0.227,0.247,0.0,0.0,0.0,0.0,0.0,0.0
155017037,0.252,0.272,0.0,0.0,0.0,0.0,0.0,0.0
155017038,0.297,0.272,0.0,0.0,0.0,0.0,0.0,0.0
156001004,74.103,53.004,15.073,4.448,1.063,0.272,0.124,0.025
156001025,0.429,0.371,0.074,0.0,0.0,0.0,0.0,0.0
156001026,1.156,0.593,0.198,0.198,0.148,0.025,0.0,0.0
156001054,0.206,0.198,0.0,0.0,0.0,0.0,0.0,0.0
156001066,1.199,0.939,0.222,0.099,0.0,0.0,0.0,0.0
156001068,1.267,0.593,0.47,0.198,0.0,0.0,0.0,0.0
156001069,1.243,0.47,0.494,0.272,0.025,0.0,0.0,0.0
156001070,1.269,0.494,0.593,0.124,0.074,0.0,0.0,0.0
156001071,1.079,0.42,0.321,0.297,0.025,0.0,0.0,0.0
156001072,1.062,0.519,0.346,0.124,0.049,0.0,0.0,0.0
156001073,1.006,0.445,0.346,0.148,0.049,0.0,0.0,0.0
156001074,0.839,0.173,0.395,0.297,0.025,0.0,0.0,0.0
156001078,0.728,0.321,0.198,0.074,0.124,0.0,0.0,0.0
156001079,0.743,0.371,0.148,0.049,0.173,0.0,0.0,0.0
156001080,0.753,0.42,0.099,0.074,0.124,0.0,0.0,0.0
156001081,0.805,0.544,0.074,0.124,0.099,0.0,0.0,0.0
156001083,0.853,0.371,0.198,0.272,0.0,0.0,0.0,0.0
156001084,0.443,0.198,0.148,0.025,0.049,0.0,0.0,0.0
156001085,0.461,0.099,0.272,0.049,0.0,0.025,0.025,0.0
156001086,0.966,0.519,0.321,0.049,0.025,0.025,0.025,0.0
156001087,1.132,0.692,0.321,0.0,0.049,0.025,0.025,0.0
156001088,1.227,0.667,0.47,0.025,0.0,0.049,0.025,0.049
156001089,1.362,0.346,0.568,0.272,0.074,0.049,0.025,0.0
156001090,1.505,0.247,0.346,0.47,0.247,0.124,0.049,0.0
156002001,66.156,59.948,5.931,0.395,0.0,0.0,0.0,0.0
156002002,0.453,0.346,0.148,0.0,0.0,0.0,0.0,0.0
156002003,2.852,2.619,0.0,0.0,0.0,0.0,0.0,0.0
156002005,0.242,0.124,0.074,0.0,0.0,0.0,0.0,0.0
156002006,0.249,0.222,0.049,0.0,0.0,0.0,0.0,0.0
156002007,0.232,0.247,0.0,0.0,0.0,0.0,0.0,0.0
156002008,0.237,0.222,0.0,0.0,0.0,0.0,0.0,0.0
156002009,302.695,261.709,29.035,7.265,2.619,1.433,0.741,0.198
156002011,21.003,20.361,0.494,0.049,0.0,0.0,0.0,0.0
156002015,10.774,9.934,0.89,0.0,0.0,0.0,0.0,0.0
156002019,283.764,256.619,24.76,1.927,0.272,0.0,0.0,0.0
156002020,78.855,78.184,0.618,0.0,0.0,0.0,0.0,0.0
156002022,38.027,37.066,0.865,0.0,0.0,0.0,0.0,0.0
156002024,2.483,2.076,0.371,0.049,0.0,0.0,0.0,0.0
156002025,20.984,17.94,2.273,0.42,0.297,0.025,0.0,0.0
156002026,10.692,9.168,0.914,0.371,0.222,0.0,0.0,0.0
156002032,0.231,0.247,0.0,0.0,0.0,0.0,0.0,0.0
156002042,0.087,0.074,0.0,0.0,0.0,0.0,0.0,0.0
156002043,0.731,0.791,0.0,0.0,0.0,0.0,0.0,0.0
156002044,0.123,0.099,0.0,0.0,0.0,0.0,0.0,0.0
156002050,113.192,98.595,10.873,2.99,0.568,0.247,0.025,0.0
156002055,118.904,79.296,26.564,7.388,2.965,1.631,0.642,0.494
156003002,0.151,0.124,0.0,0.0,0.0,0.0,0.0,0.0
156003003,0.015,0.025,0.0,0.0,0.0,0.0,0.0,0.0
156003004,0.249,0.297,0.0,0.0,0.0,0.0,0.0,0.0
156003005,0.57,0.568,0.0,0.0,0.0,0.0,0.0,0.0
156003006,0.237,0.198,0.025,0.0,0.0,0.0,0.0,0.0
156003007,0.133,0.124,0.0,0.0,0.0,0.0,0.0,0.0
156003009,73.696,73.366,0.321,0.0,0.0,0.0,0.0,0.0
156003011,0.163,0.148,0.0,0.0,0.0,0.0,0.0,0.0
156003016,0.274,0.272,0.0,0.0,0.0,0.0,0.0,0.0
156003019,0.25,0.198,0.025,0.0,0.0,0.0,0.0,0.0
156003020,0.25,0.247,0.025,0.0,0.0,0.0,0.0,0.0
156003021,0.249,0.222,0.025,0.0,0.0,0.0,0.0,0.0
156003022,0.25,0.222,0.0,0.0,0.0,0.0,0.0,0.0
156003023,0.544,0.618,0.025,0.0,0.0,0.0,0.0,0.0
156003024,0.399,0.222,0.124,0.0,0.0,0.0,0.0,0.0
156003025,8.524,8.327,0.074,0.0,0.0,0.0,0.0,0.0
156003026,164.271,149.919,11.935,2.224,0.099,0.025,0.025,0.074
156003027,1.588,1.557,0.0,0.0,0.0,0.0,0.0,0.0
156003028,1.296,1.26,0.0,0.0,0.0,0.0,0.0,0.0
156003029,0.249,0.247,0.0,0.0,0.0,0.0,0.0,0.0
156003030,0.25,0.272,0.0,0.0,0.0,0.0,0.0,0.0
156003035,2.361,2.298,0.049,0.0,0.0,0.0,0.0,0.0
156003036,1.481,1.483,0.025,0.0,0.0,0.0,0.0,0.0
156003046,2.182,2.224,0.0,0.0,0.0,0.0,0.0,0.0
156003047,9.534,9.439,0.049,0.0,0.0,0.0,0.0,0.0
156003048,0.018,0.049,0.0,0.0,0.0,0.0,0.0,0.0
156003049,1.404,1.458,0.0,0.0,0.0,0.0,0.0,0.0
156003050,7.259,7.166,0.074,0.0,0.0,0.0,0.0,0.0
156003051,15.771,15.321,0.47,0.0,0.0,0.0,0.0,0.0
156003052,12.975,12.874,0.0,0.0,0.0,0.0,0.0,0.0
156003053,92.401,84.065,5.807,1.087,0.642,0.593,0.297,0.0
156003054,37.132,27.799,7.067,1.705,0.346,0.025,0.025,0.0
156003056,29.257,28.145,1.087,0.0,0.0,0.0,0.0,0.0
156003057,3.784,3.756,0.049,0.0,0.0,0.0,0.0,0.0
156003058,12.013,10.848,1.236,0.0,0.0,0.0,0.0,0.0
156003059,75.161,73.069,2.496,0.0,0.0,0.0,0.0,0.0
156003060,99.854,97.854,1.754,0.025,0.0,0.0,0.0,0.0
156003062,158.088,121.675,34.249,2.026,0.0,0.0,0.0,0.0
156004001,1.669,1.359,0.272,0.0,0.0,0.0,0.0,0.0
156004002,5.879,5.041,0.84,0.0,0.0,0.0,0.0,0.0
156004003,0.392,0.395,0.025,0.0,0.0,0.0,0.0,0.0
156004006,0.174,0.198,0.0,0.0,0.0,0.0,0.0,0.0
156004007,7.645,7.561,0.025,0.0,0.0,0.0,0.0,0.0
156004008,0.495,0.494,0.0,0.0,0.0,0.0,0.0,0.0
156004009,2.486,2.446,0.049,0.0,0.0,0.0,0.0,0.0
156004011,13.074,12.38,0.593,0.0,0.0,0.0,0.0,0.0
156004012,0.221,0.222,0.0,0.0,0.0,0.0,0.0,0.0
156004014,0.356,0.346,0.0,0.0,0.0,0.0,0.0,0.0
156004015,3.773,3.781,0.0,0.0,0.0,0.0,0.0,0.0
156004016,0.878,0.939,0.0,0.0,0.0,0.0,0.0,0.0
156004017,0.255,0.272,0.0,0.0,0.0,0.0,0.0,0.0
156004018,0.177,0.173,0.0,0.0,0.0,0.0,0.0,0.0
156004019,0.903,0.914,0.0,0.0,0.0,0.0,0.0,0.0
156004020,1.616,1.68,0.0,0.0,0.0,0.0,0.0,0.0
156004021,1.332,1.285,0.0,0.0,0.0,0.0,0.0,0.0
156004022,0.441,0.42,0.0,0.0,0.0,0.0,0.0,0.0
156004023,0.597,0.544,0.0,0.0,0.0,0.0,0.0,0.0
156004024,2.097,2.076,0.0,0.0,0.0,0.0,0.0,0.0
156004025,2.471,2.545,0.0,0.0,0.0,0.0,0.0,0.0
156004027,4.723,4.819,0.025,0.0,0.0,0.0,0.0,0.0
156004028,0.168,0.173,0.0,0.0,0.0,0.0,0.0,0.0
156004029,1.188,1.087,0.0,0.0,0.0,0.0,0.0,0.0
156004032,0.113,0.148,0.0,0.0,0.0,0.0,0.0,0.0
156004034,1.305,1.26,0.0,0.0,0.0,0.0,0.0,0.0
156004036,0.311,0.272,0.025,0.0,0.0,0.0,0.0,0.0
156004037,0.786,0.84,0.025,0.0,0.0,0.0,0.0,0.0
156004038,1.875,1.903,0.0,0.0,0.0,0.0,0.0,0.0
156004039,0.25,0.321,0.0,0.0,0.0,0.0,0.0,0.0
156004042,0.065,0.099,0.0,0.0,0.0,0.0,0.0,0.0
156004043,0.145,0.099,0.0,0.0,0.0,0.0,0.0,0.0
156004044,1.511,1.532,0.0,0.0,0.0,0.0,0.0,0.0
156004045,0.661,0.642,0.0,0.0,0.0,0.0,0.0,0.0
156004046,1.535,1.211,0.371,0.0,0.0,0.0,0.0,0.0
156005002,27.289,11.836,5.832,3.88,2.15,1.334,0.89,1.409
156005003,1.785,0.0,0.272,0.42,0.272,0.371,0.272,0.222
156005004,21.296,0.0,0.445,0.964,0.939,2.051,2.941,13.961
156005005,35.795,6.326,7.71,5.609,3.212,1.68,1.236,10.032
156005006,1.105,1.063,0.049,0.0,0.0,0.0,0.0,0.0
156005007,507.353,100.399,149.499,101.288,60.788,33.409,18.829,43.169
156005008,35.08,1.927,7.215,8.253,8.402,4.448,2.471,2.273
156005010,6.523,0.717,1.73,1.137,0.667,0.395,0.198,1.68
156005014,70.099,9.637,17.273,21.053,13.64,4.67,2.175,1.705
156005015,28.704,0.247,0.89,2.792,3.039,3.608,2.52,15.642
156005017,0.206,0.049,0.074,0.049,0.0,0.0,0.0,0.0
156005018,226.237,191.754,22.882,5.165,2.545,1.952,0.815,0.988
156005019,5.456,4.843,0.618,0.0,0.0,0.0,0.0,0.0
156005021,87.987,7.166,17.841,22.264,17.866,8.649,5.708,8.402
156005022,1.62,0.766,0.222,0.272,0.148,0.148,0.025,0.0
156005023,1.633,1.359,0.272,0.0,0.0,0.0,0.0,0.0
156005024,38.167,15.543,6.178,2.768,1.853,1.903,1.656,8.253
156005025,106.437,14.925,20.46,23.08,19.546,12.602,7.66,8.154
156005026,24.737,16.408,2.891,1.038,1.087,0.865,1.211,1.186
156005027,26.488,14.876,4.646,3.311,2.15,0.815,0.544,0.173
156005028,20.247,4.967,8.006,2.051,2.1,2.175,0.642,0.297
156005029,38.616,12.627,7.438,4.522,3.163,2.941,2.002,5.931
156005030,12.376,4.917,2.817,0.939,0.593,0.544,0.544,2.026
156005031,0.247,0.272,0.0,0.0,0.0,0.0,0.0,0.0
156006001,8.184,3.039,2.002,1.186,0.939,0.741,0.198,0.074
156006002,1.653,0.049,0.173,0.494,0.272,0.049,0.074,0.593
156006004,2.815,1.656,0.198,0.222,0.074,0.124,0.025,0.544
156006006,435.576,212.782,85.153,44.43,27.305,15.889,12.701,37.091
156006013,7.29,2.866,3.015,0.988,0.321,0.074,0.0,0.0
156006018,452.446,176.137,83.818,51.521,37.115,26.589,20.905,56.513
156006020,4.582,3.855,0.692,0.049,0.049,0.0,0.0,0.0
156006027,2.779,0.692,1.557,0.247,0.297,0.0,0.0,0.0
156006028,228.108,20.757,46.777,48.927,43.441,25.205,17.693,25.674
156006029,15.669,2.891,3.805,2.768,3.336,1.656,0.618,0.47
156006030,6.691,0.618,2.891,1.631,0.939,0.445,0.198,0.0
156006031,8.129,0.297,1.829,2.842,2.076,0.544,0.371,0.247
156006032,10.588,2.496,3.929,3.583,0.544,0.025,0.0,0.0
156006033,5.175,0.0,0.321,2.175,1.087,0.865,0.568,0.124
156006034,5.984,0.0,0.568,1.532,1.31,0.593,0.593,1.409
156006035,9.058,0.939,3.039,2.891,1.507,0.395,0.222,0.099
156006036,8.38,0.025,1.483,3.682,1.927,0.519,0.47,0.272
156006037,10.002,0.42,3.583,2.15,1.236,1.161,0.47,1.038
156006038,5.168,0.544,1.804,0.865,0.494,0.42,0.346,0.642
156006039,5.777,1.31,1.359,1.063,0.568,0.494,0.494,0.544
156006040,5.397,1.063,1.31,0.692,0.593,0.321,0.47,0.964
156006041,7.51,0.124,1.063,2.965,1.878,0.519,0.124,0.791
156006042,6.191,0.222,1.557,2.891,1.285,0.222,0.0,0.0
156006043,6.097,0.0,0.272,2.199,1.829,1.384,0.297,0.124
156006044,10.251,0.568,4.053,2.15,1.557,0.914,0.297,0.692
156006045,11.24,1.754,3.509,2.743,1.705,1.161,0.371,0.025
156006046,9.438,0.741,3.731,2.545,0.964,0.618,0.395,0.42
156006047,10.31,1.458,3.089,2.199,1.631,1.087,0.272,0.47
156006048,9.802,3.978,4.25,1.26,0.297,0.0,0.0,0.0
156006049,10.907,0.519,2.323,2.866,2.323,1.433,0.692,0.741
156006050,12.906,3.88,2.323,0.939,0.791,0.791,0.791,3.385
156006051,12.754,1.606,3.756,2.273,1.433,0.865,1.013,1.804
156006052,9.858,4.942,1.779,1.705,0.89,0.47,0.0,0.0
156006053,2.347,0.124,1.013,0.89,0.124,0.148,0.074,0.0
156006054,17.402,14.258,2.52,0.519,0.124,0.0,0.0,0.0
156006055,8.494,2.446,3.682,1.606,0.593,0.198,0.025,0.025
156006056,3.535,1.038,2.026,0.494,0.0,0.0,0.0,0.0
156006057,58.295,6.697,15.321,10.823,7.067,4.497,3.756,10.28
156006058,99.417,81.273,13.344,2.866,1.433,0.445,0.074,0.049
156007001,125.881,3.311,10.947,15.123,18.039,17.223,16.309,44.85
156007003,256.728,19.25,68.893,51.645,38.202,26.218,17.223,35.04
156007004,106.29,3.212,13.863,19.694,18.533,16.457,12.454,21.992
156008001,2256.739,6.178,22.66,40.426,56.266,78.061,99.188,1954.381
156008002,1621.33,34.496,96.297,141.814,156.442,161.286,155.751,874.951
156008003,18.345,2.422,5.461,3.954,2.076,1.878,1.063,1.433
156008004,0.368,0.074,0.173,0.124,0.0,0.0,0.0,0.0
156008005,1.005,0.148,0.124,0.198,0.198,0.222,0.124,0.0
156008006,233.576,11.738,18.311,20.658,28.195,30.27,29.751,94.592
156010020,0.165,0.124,0.025,0.025,0.025,0.0,0.0,0.0
156010021,0.186,0.124,0.025,0.0,0.0,0.0,0.0,0.0
156010022,0.151,0.148,0.025,0.0,0.0,0.0,0.0,0.0
156010023,0.131,0.124,0.025,0.0,0.0,0.0,0.0,0.0
156010024,0.122,0.099,0.025,0.0,0.0,0.0,0.0,0.0
156010025,0.117,0.124,0.0,0.0,0.0,0.0,0.0,0.0
156010026,0.133,0.074,0.025,0.0,0.0,0.0,0.0,0.0
156010027,0.058,0.074,0.025,0.0,0.0,0.0,0.0,0.0
156010028,0.142,0.025,0.099,0.0,0.0,0.0,0.0,0.0
156010214,0.119,0.0,0.049,0.074,0.0,0.0,0.0,0.0
156010215,0.12,0.025,0.049,0.049,0.0,0.0,0.0,0.0
156010216,0.125,0.099,0.0,0.049,0.0,0.0,0.0,0.0
156011001,4.511,4.324,0.247,0.025,0.0,0.0,0.0,0.0
157001002,0.195,0.198,0.0,0.0,0.0,0.0,0.0,0.0
157001003,0.208,0.222,0.0,0.0,0.0,0.0,0.0,0.0
157001004,0.164,0.198,0.0,0.0,0.0,0.0,0.0,0.0
157001005,0.245,0.346,0.0,0.0,0.0,0.0,0.0,0.0
157001006,0.045,0.025,0.0,0.0,0.0,0.0,0.0,0.0
157001007,0.149,0.099,0.0,0.0,0.0,0.0,0.0,0.0
157001008,0.204,0.247,0.0,0.0,0.0,0.0,0.0,0.0
157001014,0.25,0.222,0.0,0.0,0.0,0.0,0.0,0.0
157001015,0.049,0.049,0.0,0.0,0.0,0.0,0.0,0.0
157001021,468.057,302.531,98.57,29.134,15.839,10.922,6.054,5.066
157001032,2.255,0.766,1.409,0.124,0.0,0.0,0.0,0.0
157001034,0.096,0.0,0.0,0.074,0.0,0.0,0.0,0.0
157001035,20.491,9.514,5.98,4.374,0.593,0.0,0.0,0.0
157001039,10.004,9.761,0.099,0.0,0.0,0.0,0.0,0.0
157001040,9.993,7.809,0.865,0.395,0.42,0.519,0.124,0.0
157001041,11.994,8.995,1.581,0.47,0.247,0.371,0.099,0.0
157001042,10.99,10.873,0.198,0.0,0.0,0.0,0.0,0.0
157002001,1506.407,44.182,117.054,145.026,152.044,153.181,152.143,742.651
157002002,4.302,1.087,1.581,0.593,0.519,0.272,0.074,0.074
157002003,187.267,17.94,60.516,45.517,26.168,15.518,8.698,13.022
157002004,2.428,1.458,0.89,0.074,0.0,0.025,0.0,0.0
157002005,0.695,0.049,0.272,0.321,0.025,0.049,0.0,0.0
157002006,1.295,0.247,0.099,0.0,0.099,0.074,0.074,0.717
157002008,20.581,1.606,2.15,3.558,4.077,2.595,2.52,4.053
157002009,2.736,0.049,0.074,0.395,0.47,0.593,0.272,0.815
157002010,5.676,0.198,0.198,0.642,1.186,1.359,0.865,1.161
157002011,5.833,0.148,0.642,0.865,0.717,1.038,0.371,2.076
157002012,3.172,0.42,0.049,0.124,0.198,0.272,0.247,1.878
157002013,2.967,0.173,0.618,1.186,0.346,0.148,0.222,0.247
157002014,0.458,0.148,0.247,0.049,0.0,0.0,0.0,0.0
157002015,11.801,0.741,0.815,1.186,1.507,1.557,1.211,4.794
157002016,2.893,0.395,0.791,0.741,0.124,0.247,0.544,0.049
157002017,5.647,0.445,0.42,0.939,1.161,1.038,0.741,0.964
157002018,2.838,0.074,0.247,0.222,1.236,0.791,0.173,0.099
157002019,1.168,0.0,0.0,0.272,0.371,0.544,0.0,0.0
157003053,2.4,2.323,0.025,0.0,0.0,0.0,0.0,0.0
157004001,683.826,4.522,12.948,22.363,28.343,36.572,45.097,533.797
157004002,1.009,0.0,0.049,0.124,0.124,0.148,0.025,0.544
157005007,0.406,0.099,0.173,0.099,0.025,0.0,0.0,0.0
157005012,0.924,0.099,0.84,0.025,0.0,0.0,0.0,0.0
157005013,1.123,0.074,0.568,0.519,0.0,0.0,0.0,0.0
158001003,2.847,2.57,0.272,0.0,0.0,0.0,0.0,0.0
158001006,1.45,0.074,0.198,0.321,0.297,0.321,0.173,0.025
158001007,87.966,6.326,7.364,4.448,3.805,11.416,9.217,45.22
158001010,0.388,0.371,0.0,0.0,0.0,0.0,0.0,0.0
158001013,12.529,10.576,1.829,0.049,0.049,0.0,0.0,0.0
158001014,0.02,0.025,0.0,0.0,0.0,0.0,0.0,0.0
158001015,24.688,17.989,6.672,0.025,0.0,0.0,0.0,0.0
158001017,0.199,0.049,0.148,0.0,0.0,0.0,0.0,0.0
158001018,1.535,1.581,0.0,0.0,0.0,0.0,0.0,0.0
158001020,0.356,0.321,0.0,0.0,0.0,0.0,0.0,0.0
158001021,0.46,0.099,0.321,0.025,0.0,0.0,0.0,0.0
158001022,0.909,0.914,0.0,0.0,0.0,0.0,0.0,0.0
158001023,0.811,0.766,0.0,0.0,0.0,0.0,0.0,0.0
158001024,0.917,0.939,0.0,0.0,0.0,0.0,0.0,0.0
158001025,0.602,0.544,0.0,0.0,0.0,0.0,0.0,0.0
158001026,1.421,1.161,0.297,0.0,0.0,0.0,0.0,0.0
158001027,0.56,0.544,0.0,0.0,0.0,0.0,0.0,0.0
158001028,0.121,0.074,0.0,0.0,0.0,0.0,0.0,0.0
158001029,0.921,0.766,0.148,0.0,0.0,0.0,0.0,0.0
158001030,0.124,0.124,0.0,0.0,0.0,0.0,0.0,0.0
158001031,0.297,0.297,0.0,0.0,0.0,0.0,0.0,0.0
158001032,0.067,0.074,0.0,0.0,0.0,0.0,0.0,0.0
158001033,0.371,0.198,0.148,0.0,0.0,0.0,0.0,0.0
158001034,0.307,0.321,0.049,0.0,0.0,0.0,0.0,0.0
158001035,0.78,0.766,0.0,0.0,0.0,0.0,0.0,0.0
158001038,2.149,2.175,0.0,0.0,0.0,0.0,0.0,0.0
158001041,3.758,3.237,0.519,0.0,0.0,0.0,0.0,0.0
158001043,0.308,0.297,0.0,0.0,0.0,0.0,0.0,0.0
158001046,0.107,0.0,0.0,0.0,0.099,0.0,0.0,0.0
158001051,12.891,5.337,5.461,1.211,0.519,0.222,0.099,0.049
158001053,20.75,7.561,9.143,2.249,1.409,0.445,0.0,0.0
158001054,11.831,11.07,0.84,0.0,0.0,0.0,0.0,0.0
158001055,30.968,25.773,5.214,0.049,0.0,0.0,0.0,0.0
158001057,1.228,1.211,0.0,0.0,0.0,0.0,0.0,0.0
158001058,0.085,0.025,0.074,0.0,0.0,0.0,0.0,0.0
158001059,0.032,0.049,0.0,0.0,0.0,0.0,0.0,0.0
158001062,0.19,0.0,0.049,0.099,0.049,0.025,0.0,0.0
158001063,0.266,0.247,0.0,0.0,0.0,0.0,0.0,0.0
158001064,0.259,0.247,0.0,0.0,0.0,0.0,0.0,0.0
158001065,0.259,0.272,0.0,0.0,0.0,0.0,0.0,0.0
158001066,0.145,0.124,0.0,0.0,0.0,0.0,0.0,0.0
158002001,0.816,0.0,0.0,0.0,0.0,0.0,0.049,0.692
158002002,451.317,42.502,88.093,99.46,75.96,51.67,33.112,60.664
158002003,475.509,2.273,6.598,10.799,15.864,18.829,24.216,397.024
158002004,114.431,20.263,32.766,23.327,13.22,7.215,5.733,11.861
158002005,2.745,0.124,0.321,0.692,0.47,0.272,0.222,0.717
158002006,1063.452,20.757,47.444,55.08,69.288,82.929,89.502,698.32
158004010,0.691,0.025,0.148,0.148,0.074,0.099,0.025,0.173
158004038,13.367,0.0,0.049,0.593,1.137,0.988,0.865,9.736
158004056,1.947,0.0,0.0,0.025,0.099,0.124,0.124,1.581
158005003,0.136,0.0,0.0,0.025,0.0,0.074,0.025,0.0
158005065,2.646,0.0,0.074,0.074,0.124,0.099,0.247,2.051
158005088,6.197,0.47,0.89,0.618,0.247,0.124,0.222,3.731
159001037,2.427,1.557,0.198,0.395,0.198,0.0,0.0,0.0
159002072,1.785,1.458,0.222,0.074,0.0,0.0,0.0,0.0
159003053,3.533,2.422,0.741,0.272,0.0,0.0,0.0,0.0
159004013,5.544,0.89,1.038,0.692,0.568,0.272,0.124,1.927
159005002,56.944,0.494,7.586,6.351,2.768,3.509,3.707,32.47
159005004,210.38,8.649,70.129,44.8,20.683,13.739,10.28,42.181
159005005,1.741,0.049,0.247,0.247,0.173,0.247,0.124,0.593
159005006,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159005014,1.384,0.964,0.445,0.0,0.0,0.0,0.0,0.0
159005015,2.313,2.175,0.198,0.0,0.0,0.0,0.0,0.0
159005021,10.485,0.025,0.272,0.272,0.148,0.47,0.395,8.921
159005023,1.014,0.074,0.247,0.025,0.099,0.0,0.049,0.445
159005030,1.008,0.445,0.148,0.049,0.074,0.025,0.0,0.272
159005031,1.022,0.025,0.519,0.074,0.074,0.025,0.0,0.321
159005032,1.007,0.099,0.272,0.049,0.148,0.074,0.198,0.148
159005033,1.014,0.247,0.074,0.148,0.148,0.173,0.124,0.148
159005035,1.003,0.0,0.049,0.371,0.099,0.173,0.148,0.124
159005040,51.786,2.471,7.537,4.67,3.089,2.916,3.015,27.997
159005067,27.682,13.912,9.168,4.398,0.049,0.049,0.025,0.0
159005069,11.112,5.856,4.547,0.618,0.198,0.0,0.0,0.0
159005071,0.944,0.148,0.074,0.049,0.074,0.049,0.074,0.494
159005080,2.976,0.0,0.346,0.445,0.42,0.42,0.321,0.988
159005081,7.541,0.593,0.84,0.568,0.445,0.593,0.519,3.904
159005083,17.694,1.038,3.064,3.88,4.448,2.002,0.692,2.496
159005084,3.273,1.507,0.222,0.42,0.42,0.173,0.173,0.42
159005085,2.311,2.249,0.0,0.0,0.0,0.0,0.0,0.0
159005087,525.123,35.855,87.772,53.498,51.694,52.93,45.937,197.511
159006003,14.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
